site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,10.0,1.0,2017,2016,3136.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,10.0,12.0,2016,2016,3143.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,14.0,12.0,2016,2016,3296.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,25.0,12.0,2016,2016,3571.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,10.0,12.0,2017,2017,3328.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,17.0,12.0,2017,2017,3399.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,24.0,12.0,2017,2017,3217.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,10.0,12.0,2018,2018,2937.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,15.0,12.0,2018,2018,3393.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,27.0,12.0,2023,2023,3567.0,1.0,nests,ground,"<p id=""asiunpublished"" class=""reference"">Naveen  R. (2023). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,27.0,12.0,2023,2023,3567.0,1.0,nests,ground,"<p id=""asiexpedition2024"" class=""reference"">Trathan  P. N.  S. Forrest  G. Humphries  et al. (2024). &ldquo;Oceanites Antarctic Site Inventory Expedition 2023-24&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,25.0,1.0,2025,2024,5452.0,1.0,chicks,uav,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,chinstrap penguin,25.0,1.0,2025,2024,3408.0,2.0,nests,uav,"<p id=""asiexpedition2025"" class=""reference"">Fly  J.  A. Borowicz  S. Forrest  et al. (2025). &ldquo;Oceanites Antarctic Site Inventory Expedition 2024-25&rdquo;.</p>"
Pinguino Island,PING,48.1,-60.986,-64.144,macaroni penguin,16.0,12.0,2014,2014,1.0,1.0,adults,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pirie Peninsula,PIRI,48.2,-44.662,-60.69,chinstrap penguin,28.0,12.0,1983,1983,16930.0,4.0,nests,ground,"<p id=""poncet1985survey"" class=""reference"">Poncet  S. and J. Poncet (1985). &ldquo;A survey of penguin breeding populations at the South Orkey Islands&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 68  pp. 71&ndash;81.</p>"
Pirie Peninsula,PIRI,48.2,-44.662,-60.69,chinstrap penguin,,,2004,2004,17101.0,2.0,nests,ground,"<p id=""coria2011laurie"" class=""reference"">Coria  N. R.  D. Montalti  E. F. Rombol&aacute;  et al. (2011). &ldquo;Birds at Laurie Island  South Orkney Islands  Antarctica: Breeding species and their distribution&rdquo;. In: <em>Marine Ornithology</em> 39.2  pp. 207&ndash;213.</p>"
Peterson Island,PISL,58.4.1,110.499,-66.466,adelie penguin,,,1961,1961,4500.0,3.0,nests,aerial,"<p id=""woehler1991distribution"" class=""reference"">Woehler  E. J.  D. J. Slip  L. M. Robertson  et al. (1991). &ldquo;The distribution  abundance and status of Ad&eacute;lie penguins <em>Pygoscelis adeliae</em> at the Windmill Islands  Wilkes Land  Antarctica&rdquo;. In: <em>Marine Ornithology</em> 19.1  pp. 1&ndash;18.</p>"
Peterson Island,PISL,58.4.1,110.499,-66.466,adelie penguin,6.0,12.0,1972,1972,12500.0,4.0,nests,vhr,"<p id=""woehler1991distribution"" class=""reference"">Woehler  E. J.  D. J. Slip  L. M. Robertson  et al. (1991). &ldquo;The distribution  abundance and status of Ad&eacute;lie penguins <em>Pygoscelis adeliae</em> at the Windmill Islands  Wilkes Land  Antarctica&rdquo;. In: <em>Marine Ornithology</em> 19.1  pp. 1&ndash;18.</p>"
Peterson Island,PISL,58.4.1,110.499,-66.466,adelie penguin,1.0,2.0,1974,1973,9000.0,3.0,adults,,"<p id=""woehler1991distribution"" class=""reference"">Woehler  E. J.  D. J. Slip  L. M. Robertson  et al. (1991). &ldquo;The distribution  abundance and status of Ad&eacute;lie penguins <em>Pygoscelis adeliae</em> at the Windmill Islands  Wilkes Land  Antarctica&rdquo;. In: <em>Marine Ornithology</em> 19.1  pp. 1&ndash;18.</p>"
Peterson Island,PISL,58.4.1,110.499,-66.466,adelie penguin,13.0,2.0,1980,1979,5946.0,3.0,adults,,"<p id=""horne1983distribution"" class=""reference"">Horne  R. S. C. (1983). <em>The distribution of penguin breeding colonies on the Australian Antarctic Territory  Heard Island  the McDonald Islands  and Macquarie Island</em>. Vol. 9. ANARE Research Notes. Kingston  Australia: Antarctic Division  Department of Science and Technology.</p>"
Peterson Island,PISL,58.4.1,110.499,-66.466,adelie penguin,8.0,1.0,1990,1989,20453.0,2.0,nests,vhr,"<p id=""woehler1991distribution"" class=""reference"">Woehler  E. J.  D. J. Slip  L. M. Robertson  et al. (1991). &ldquo;The distribution  abundance and status of Ad&eacute;lie penguins <em>Pygoscelis adeliae</em> at the Windmill Islands  Wilkes Land  Antarctica&rdquo;. In: <em>Marine Ornithology</em> 19.1  pp. 1&ndash;18.</p>"
Peterson Island,PISL,58.4.1,110.499,-66.466,adelie penguin,30.0,1.0,2011,2010,30448.0,5.0,nests,ground,"<p id=""lynch2014global"" class=""reference"">Lynch  H. J. and M. A. LaRue (2014). &ldquo;First global census of the Ad&eacute;lie Penguin&rdquo;. In: <em>The Auk</em> 131.4  pp. 457&ndash;466. DOI: <a href=""https://doi.org/10.1642/AUK-14-31.1"">10.1642/AUK-14-31.1</a>.</p>"
Pickup Point,PKUP,48.1,-54.645,-61.116,chinstrap penguin,18.0,1.0,1971,1970,300.0,3.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
Pickup Point,PKUP,48.1,-54.645,-61.116,chinstrap penguin,19.0,2.0,2020,2019,200.0,5.0,nests,ground,"<p id=""strycker2020fifty-year"" class=""reference"">Strycker  N.  A. Borowicz  M. Wethington  et al. (2020). &ldquo;Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019&ndash;20 census&rdquo;. In: <em>Polar Biology</em> 44  pp. 45&ndash;56. DOI: <a href=""https://doi.org/10.1007/s00300-020-02774-4"">10.1007/s00300-020-02774-4</a>.</p>"
Plato Island (Platter Island),PLAT,48.1,-54.674,-63.433,adelie penguin,22.0,1.0,2011,2010,27902.0,5.0,nests,ground,"<p id=""lynch2014global"" class=""reference"">Lynch  H. J. and M. A. LaRue (2014). &ldquo;First global census of the Ad&eacute;lie Penguin&rdquo;. In: <em>The Auk</em> 131.4  pp. 457&ndash;466. DOI: <a href=""https://doi.org/10.1642/AUK-14-31.1"">10.1642/AUK-14-31.1</a>.</p>"
Plato Island (Platter Island),PLAT,48.1,-54.674,-63.433,adelie penguin,16.0,12.0,2015,2015,40803.0,1.0,nests,ground,"<p id=""borowicz2018multi-modal"" class=""reference"">Borowicz  A.  P. McDowall  C. Youngflesh  et al. (2018). &ldquo;Multi-modal survey of Ad&eacute;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot&rdquo;. In: <em>Scientific Reports</em> 8.1  p. 3926. DOI: <a href=""https://doi.org/10.1038/s41598-018-22313-w"">10.1038/s41598-018-22313-w</a>.</p>"
Plato Island (Platter Island),PLAT,48.1,-54.674,-63.433,gentoo penguin,16.0,12.0,2015,2015,223.0,1.0,nests,ground,"<p id=""borowicz2018multi-modal"" class=""reference"">Borowicz  A.  P. McDowall  C. Youngflesh  et al. (2018). &ldquo;Multi-modal survey of Ad&eacute;lie penguin mega-colonies reveals the Danger Islands as a seabird hotspot&rdquo;. In: <em>Scientific Reports</em> 8.1  p. 3926. DOI: <a href=""https://doi.org/10.1038/s41598-018-22313-w"">10.1038/s41598-018-22313-w</a>.</p>"
Penguin Ladder,PLDR,48.1,-54.72,-61.143,chinstrap penguin,18.0,1.0,1971,1970,5250.0,3.0,nests,ground,"<p id=""croxall1979distribution"" class=""reference"">Croxall  J. P. and E. D. Kirkwood (1979). <em>The distribution of penguins on the Antarctic Peninsula and islands of the Scotia Sea</em>. Cambridge  United Kingdom: British Antarctic Survey. ISBN: 0856650714.</p>"
Penguin Ladder,PLDR,48.1,-54.72,-61.143,chinstrap penguin,27.0,12.0,2015,2015,6942.0,1.0,nests,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Penguin Ladder,PLDR,48.1,-54.72,-61.143,chinstrap penguin,9.0,1.0,2020,2019,5165.0,1.0,nests,ground,"<p id=""strycker2020fifty-year"" class=""reference"">Strycker  N.  A. Borowicz  M. Wethington  et al. (2020). &ldquo;Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019&ndash;20 census&rdquo;. In: <em>Polar Biology</em> 44  pp. 45&ndash;56. DOI: <a href=""https://doi.org/10.1007/s00300-020-02774-4"">10.1007/s00300-020-02774-4</a>.</p>"
Penguin Ladder,PLDR,48.1,-54.72,-61.143,macaroni penguin,27.0,12.0,2015,2015,5.0,1.0,nests,ground,"<p id=""lynchunpublished"" class=""reference"">Lynch  H. J. (2022). &ldquo;Stony Brook University Lynch Lab: Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Penguin Ladder,PLDR,48.1,-54.72,-61.143,macaroni penguin,9.0,1.0,2020,2019,4.0,1.0,nests,ground,"<p id=""strycker2020fifty-year"" class=""reference"">Strycker  N.  A. Borowicz  M. Wethington  et al. (2020). &ldquo;Fifty-year change in penguin abundance on Elephant Island  South Shetland Islands  Antarctica: Results of the 2019&ndash;20 census&rdquo;. In: <em>Polar Biology</em> 44  pp. 45&ndash;56. DOI: <a href=""https://doi.org/10.1007/s00300-020-02774-4"">10.1007/s00300-020-02774-4</a>.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,23.0,1.0,1996,1995,0.0,1.0,nests,,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,13.0,2.0,1996,1995,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,19.0,2.0,1997,1996,0.0,1.0,nests,vhr,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,28.0,11.0,1999,1999,0.0,1.0,nests,vhr,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,24.0,1.0,2001,2000,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,13.0,12.0,2000,2000,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,27.0,12.0,2000,2000,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,4.0,1.0,2002,2001,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,15.0,1.0,2002,2001,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,8.0,2.0,2002,2001,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,3.0,1.0,2003,2002,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,14.0,1.0,2003,2002,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,4.0,1.0,2004,2003,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,15.0,1.0,2004,2003,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,22.0,12.0,2003,2003,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,4.0,1.0,2005,2004,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,26.0,1.0,2006,2005,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,5.0,1.0,2007,2006,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,14.0,12.0,2006,2006,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,10.0,1.0,2008,2007,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,1.0,2.0,2008,2007,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,3.0,1.0,2009,2008,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,25.0,1.0,2009,2008,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,4.0,12.0,2008,2008,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,17.0,1.0,2010,2009,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,22.0,11.0,2009,2009,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,26.0,11.0,2010,2010,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,14.0,12.0,2010,2010,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,2.0,2.0,2011,2010,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,21.0,12.0,2012,2012,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,2.0,1.0,2014,2013,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,13.0,1.0,2014,2013,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,25.0,1.0,2014,2013,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,3.0,1.0,2015,2014,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,14.0,1.0,2015,2014,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,20.0,1.0,2015,2014,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,27.0,1.0,2015,2014,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,30.0,1.0,2015,2014,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,21.0,12.0,2014,2014,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,15.0,1.0,2016,2015,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,21.0,1.0,2016,2015,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,25.0,1.0,2016,2015,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,15.0,11.0,2015,2015,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,21.0,2.0,2016,2015,0.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,6.0,1.0,2018,2017,1.0,1.0,nests,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,adelie penguin,25.0,1.0,2018,2017,2.0,1.0,chicks,ground,"<p id=""lynchantarctic"" class=""reference"">Lynch  H. J. (2022). &ldquo;Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset&rdquo;.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,gentoo penguin,23.0,12.0,1982,1982,500.0,1.0,nests,ground,"<p id=""poncet1987censuses"" class=""reference"">Poncet  S. and J. Poncet (1987). &ldquo;Censuses of penguin populations of the Antarctic Peninsula 1983-1987&rdquo;. In: <em>British Antarctic Survey Bulletin</em> 77  pp. 109&ndash;129.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,gentoo penguin,28.0,11.0,1999,1999,1577.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,gentoo penguin,13.0,12.0,2000,2000,1579.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
Pleneau Island,PLEN,48.1,-64.056,-65.104,gentoo penguin,3.0,1.0,2003,2002,1639.0,1.0,nests,ground,"<p id=""lynch2013antarctic"" class=""reference"">Lynch  H. J.  R. Naveen  and P. Casanovas (2013). &ldquo;Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243&rdquo;. In: <em>Ecology</em> 94.11  pp. 2653&ndash;2653. DOI: <a href=""https://doi.org/10.1890/13-1108.1"">10.1890/13-1108.1</a>.</p>"
